Date,Species,Dam,Count,Avg,YTD,AvgYTD,TempS,TempC,Flow,Mflow,Spill
01-27-2018,Steelhead,The Dalles,NA,1,5,4,NA,NA,187.4,157.06,NA
01-28-2018,Steelhead,The Dalles,NA,NA,5,4,NA,NA,187,160.763,NA
01-29-2018,Steelhead,The Dalles,NA,NA,5,4,NA,NA,188.8,149.919,NA
01-30-2018,Steelhead,The Dalles,NA,NA,5,4,NA,NA,190.1,147.026,NA
01-31-2018,Steelhead,The Dalles,NA,NA,5,4,NA,NA,185.9,152.26,NA
02-01-2018,Steelhead,The Dalles,1,-2,13,3,NA,NA,199.8,145.262,NA
02-02-2018,Steelhead,The Dalles,1,-1,14,2,NA,NA,211.4,146.364,NA
02-03-2018,Steelhead,The Dalles,NA,NA,5,4,NA,NA,212.7,139.774,NA
02-04-2018,Steelhead,The Dalles,3,NA,17,2,NA,NA,197.5,142.95,NA
02-05-2018,Steelhead,The Dalles,1,NA,18,2,NA,NA,208.4,137.223,NA
02-06-2018,Steelhead,The Dalles,2,NA,20,2,NA,NA,222.4,134.657,NA
02-07-2018,Steelhead,The Dalles,4,NA,24,2,NA,NA,239.5,134.099,4.6
02-08-2018,Steelhead,The Dalles,1,NA,25,2,NA,NA,210.2,147.04,30.2
02-09-2018,Steelhead,The Dalles,4,NA,29,2,NA,NA,245.6,142.811,43.8
02-10-2018,Steelhead,The Dalles,2,NA,31,2,NA,NA,238.3,142.929,44.1
02-11-2018,Steelhead,The Dalles,2,NA,33,2,NA,NA,246.9,149.749,44.1
02-12-2018,Steelhead,The Dalles,1,6,34,8,NA,NA,274.9,149.933,8
02-13-2018,Steelhead,The Dalles,1,6,35,14,NA,NA,249.3,142.982,NA
02-14-2018,Steelhead,The Dalles,1,9,36,23,NA,NA,238.5,150.505,NA
02-15-2018,Steelhead,The Dalles,3,4,39,27,NA,NA,229,156.634,NA
02-16-2018,Steelhead,The Dalles,1,3,40,30,NA,NA,227.3,150.755,NA
02-17-2018,Steelhead,The Dalles,NA,NA,9,4,NA,NA,226.9,154.584,NA
02-18-2018,Steelhead,The Dalles,NA,1,9,5,NA,NA,220.1,151.33,NA
02-19-2018,Steelhead,The Dalles,NA,NA,9,5,NA,NA,240.3,153.018,NA
02-20-2018,Steelhead,The Dalles,1,3,41,33,NA,NA,230.1,153.778,NA
02-21-2018,Steelhead,The Dalles,NA,NA,9,5,NA,NA,228.6,148.829,NA
02-22-2018,Steelhead,The Dalles,1,2,42,35,NA,NA,216.1,149.595,NA
02-23-2018,Steelhead,The Dalles,NA,NA,9,5,NA,NA,220.4,148.112,NA
02-24-2018,Steelhead,The Dalles,NA,NA,9,5,NA,NA,216.1,143.674,NA
02-25-2018,Steelhead,The Dalles,1,3,43,38,NA,NA,218.1,135.496,NA
02-26-2018,Steelhead,The Dalles,NA,NA,9,6,NA,NA,203.2,138.124,NA
02-27-2018,Steelhead,The Dalles,1,3,44,41,NA,NA,203.5,148.405,NA
02-28-2018,Steelhead,The Dalles,NA,NA,9,6,NA,NA,202.7,143.119,NA
03-01-2018,Steelhead,The Dalles,NA,NA,9,6,NA,NA,200.7,143.922,7.5
03-02-2018,Steelhead,The Dalles,NA,NA,9,6,NA,NA,203.4,148.847,NA
03-03-2018,Steelhead,The Dalles,NA,NA,9,6,NA,NA,206.8,144.169,7.3
03-04-2018,Steelhead,The Dalles,NA,NA,9,6,NA,NA,199.5,149.896,NA
03-05-2018,Steelhead,The Dalles,NA,NA,9,6,NA,NA,182,151.661,7.7
03-06-2018,Steelhead,The Dalles,NA,NA,9,6,NA,4.11,205.1,154.905,NA
03-07-2018,Steelhead,The Dalles,NA,2,9,8,NA,4.14,195.3,154.771,7.5
03-08-2018,Steelhead,The Dalles,NA,1,9,9,NA,4.33,173.3,158.701,NA
03-09-2018,Steelhead,The Dalles,NA,NA,9,9,NA,4.67,174.4,163.966,NA
03-10-2018,Steelhead,The Dalles,NA,1,9,10,NA,5,182.6,156.875,NA
03-11-2018,Steelhead,The Dalles,NA,1,9,11,NA,4.902,192.9,157.954,NA
03-12-2018,Steelhead,The Dalles,NA,1,9,12,NA,5.22,193.2,168.235,NA
03-13-2018,Steelhead,The Dalles,NA,NA,9,12,NA,5.33,194.15,159.402,NA
03-14-2018,Steelhead,The Dalles,NA,1,9,13,NA,5.61,189.9,165.895,NA
03-15-2018,Steelhead,The Dalles,NA,1,9,14,NA,5.67,187.35,163.028,NA
03-16-2018,Steelhead,The Dalles,NA,1,9,15,NA,5.94,187.35,160.196,NA
03-17-2018,Steelhead,The Dalles,NA,NA,9,15,NA,6.11,192.55,169.35,NA
03-18-2018,Steelhead,The Dalles,NA,1,9,16,NA,6.22,195.2,172.12,NA
03-19-2018,Steelhead,The Dalles,NA,1,9,17,NA,6.33,191.2,176.96,NA
03-20-2018,Steelhead,The Dalles,NA,1,9,18,NA,6.44,186.85,167.72,NA
03-21-2018,Steelhead,The Dalles,NA,2,9,20,NA,6.56,186.3,173.916,NA
03-22-2018,Steelhead,The Dalles,NA,1,9,21,NA,6.56,191.25,174.335,NA
03-23-2018,Steelhead,The Dalles,NA,1,9,22,NA,6.5,190.9,172.929,NA
03-24-2018,Steelhead,The Dalles,NA,NA,9,22,NA,6.67,187.2,177.791,NA
03-25-2018,Steelhead,The Dalles,NA,NA,9,22,NA,6.78,183.35,180.025,NA
03-26-2018,Steelhead,The Dalles,NA,1,9,23,NA,6.67,181.95,182.945,NA
03-27-2018,Steelhead,The Dalles,NA,NA,9,23,NA,6.94,182.9,185.21,NA
03-28-2018,Steelhead,The Dalles,NA,1,9,24,NA,7.06,182.15,183.687,NA
03-29-2018,Steelhead,The Dalles,NA,1,9,25,NA,7.22,183.7,185.512,NA
03-30-2018,Steelhead,The Dalles,NA,NA,9,25,NA,7.39,178.85,199.71,NA
03-31-2018,Steelhead,The Dalles,NA,NA,9,25,NA,7.33,173.4,203.36,NA
04-01-2018,Steelhead,The Dalles,7,41,51,82,NA,7.33,175.6,206.24,14.8
04-02-2018,Steelhead,The Dalles,5,39,56,121,NA,7.33,174.9,203.366,14.8
04-03-2018,Steelhead,The Dalles,5,41,61,162,NA,7.39,186.1,210.572,41
04-04-2018,Steelhead,The Dalles,1,37,62,199,NA,7.56,193.8,205.555,30.3
04-05-2018,Steelhead,The Dalles,5,33,67,232,NA,7.61,197.8,209.846,43.4
04-06-2018,Steelhead,The Dalles,3,29,70,261,NA,7.83,213.65,208.217,50.6
04-07-2018,Steelhead,The Dalles,2,33,72,294,NA,7.89,225.1,208.915,58
04-08-2018,Steelhead,The Dalles,9,33,81,327,NA,7.89,232.7,197.354,66.3
04-09-2018,Steelhead,The Dalles,6,30,87,357,NA,8,237.05,202.217,72.1
04-10-2018,Steelhead,The Dalles,8,26,95,383,NA,8.22,248.1,210.144,123.4
04-11-2018,Steelhead,The Dalles,1,32,96,415,NA,8.11,255.9,211.28,122
04-12-2018,Steelhead,The Dalles,3,31,99,446,NA,8.28,246.9,213.905,117.3
04-13-2018,Steelhead,The Dalles,4,34,103,480,NA,8.33,257.85,208.262,112.6
04-14-2018,Steelhead,The Dalles,5,31,108,511,NA,8.67,270.15,214.764,110.7
04-15-2018,Steelhead,The Dalles,1,31,109,542,NA,8.72,266.1,221.722,105
04-16-2018,Steelhead,The Dalles,2,28,111,570,NA,8.83,257.2,215.244,99.5
04-17-2018,Steelhead,The Dalles,6,25,117,595,NA,8.83,257.7,213.838,100.2
04-18-2018,Steelhead,The Dalles,4,21,121,616,NA,8.94,279.35,212.514,108.6
04-19-2018,Steelhead,The Dalles,3,17,124,633,NA,9.28,290.4,207.291,100.2
04-20-2018,Steelhead,The Dalles,13,1239,102,7690,NA,9.61,282.5,219.055,96.5
04-21-2018,Steelhead,The Dalles,6,14,130,647,NA,9.78,274.9,221.036,89.7
04-22-2018,Steelhead,The Dalles,2,19,132,666,NA,9.83,262.85,231.303,89.6
04-23-2018,Steelhead,The Dalles,1,13,133,679,NA,10.06,259.3,236.331,88
04-24-2018,Steelhead,The Dalles,2,16,135,695,NA,10.28,264.8,234.695,81.5
04-25-2018,Steelhead,The Dalles,1,9,136,704,NA,10.61,261.25,244.685,74
04-26-2018,Steelhead,The Dalles,2,26,7,77,NA,10.83,263.6,241.521,68.6
04-27-2018,Steelhead,The Dalles,90,1966,397,20247,NA,10.94,270.05,237.958,63.7
04-28-2018,Steelhead,The Dalles,11,70,18,147,NA,10.94,269.75,237.772,69.1
04-29-2018,Steelhead,The Dalles,4,11,140,715,NA,11.17,290.9,228.763,122.1
04-30-2018,Steelhead,The Dalles,1,10,141,725,NA,11.33,322.95,223.648,133.6
05-01-2018,Steelhead,The Dalles,10,127,44,470,NA,11.56,322.5,235.06,136.8
05-02-2018,Steelhead,The Dalles,10,185,54,655,NA,11.83,313.95,233.025,158.2
05-03-2018,Steelhead,The Dalles,6,239,60,894,NA,12.11,318.4,229.539,144.1
05-04-2018,Steelhead,The Dalles,1,9,142,734,NA,12.22,312.5,229.36,116.2
05-05-2018,Steelhead,The Dalles,42,519,122,1796,NA,12.44,316.3,228.414,130
05-06-2018,Steelhead,The Dalles,86,341,208,2137,NA,12.5,336.45,239.798,146.3
05-07-2018,Steelhead,The Dalles,2,10,144,744,NA,12.67,356.3,237.415,197.9
05-08-2018,Steelhead,The Dalles,103,778,373,3488,NA,12.56,386.3,235.52,225.9
05-09-2018,Steelhead,The Dalles,11,10,155,754,NA,12.53,403.05,248.662,215.2
05-10-2018,Steelhead,The Dalles,1,9,156,763,NA,12.44,408.95,247.251,231
05-11-2018,Steelhead,The Dalles,1,10,157,773,NA,12.56,423.6,245.031,254.7
05-12-2018,Steelhead,The Dalles,1,6,158,779,NA,12.56,451.75,258.22,297.4
05-13-2018,Steelhead,The Dalles,2,9,160,788,NA,12.78,470.15,259.344,302.3
05-14-2018,Steelhead,The Dalles,96,1100,1346,9595,NA,13.22,465.75,250.142,292.1
05-15-2018,Steelhead,The Dalles,5,10,165,798,NA,13.33,464.25,257.623,293.7
05-16-2018,Steelhead,The Dalles,184,1069,1642,11710,NA,13.33,474.3,264.26,295.7
05-17-2018,Steelhead,The Dalles,2,14,167,812,NA,13.44,480.1,270.192,281.2
05-18-2018,Steelhead,The Dalles,283,981,2171,13782,NA,13.56,481.2,288.232,270
05-19-2018,Steelhead,The Dalles,1,9,168,821,NA,13.67,481.5,297.923,270
05-20-2018,Steelhead,The Dalles,1,9,169,830,NA,13.67,480.05,297.365,270
05-21-2018,Steelhead,The Dalles,1,11,170,841,NA,13.83,481.05,301.048,270
05-22-2018,Steelhead,The Dalles,1,8,171,849,NA,14,480.5,291.398,264.1
05-23-2018,Steelhead,The Dalles,1,11,172,860,NA,14.5,475.9,296.077,290.9
05-24-2018,Steelhead,The Dalles,2,9,174,869,NA,14.61,476.1,303.445,310
05-25-2018,Steelhead,The Dalles,212,452,3914,18209,NA,14.44,477.05,300.755,300.8
05-26-2018,Steelhead,The Dalles,145,445,4059,18654,NA,14.56,469.5,292.901,292.7
05-27-2018,Steelhead,The Dalles,1,12,175,881,NA,14.78,464.35,293.092,284.8
05-28-2018,Steelhead,The Dalles,1,13,176,894,NA,14.94,456.25,293.965,277.6
05-29-2018,Steelhead,The Dalles,2,14,178,908,NA,14.72,440.6,284.01,261.8
05-30-2018,Steelhead,The Dalles,58,356,4513,20237,NA,15.06,434,290.706,243.5
05-31-2018,Steelhead,The Dalles,1,16,179,924,NA,14.94,413.05,284.6,213.6
06-01-2018,Steelhead,The Dalles,2,16,181,940,NA,15.11,379.55,277.353,196.3
06-02-2018,Steelhead,The Dalles,7,18,188,958,NA,15.22,386.4,279.175,204.9
06-03-2018,Steelhead,The Dalles,4,17,192,975,NA,15.065,376.4,292.169,114.2
06-04-2018,Steelhead,The Dalles,3,24,195,999,NA,15.11,350.6,292.938,120
06-05-2018,Steelhead,The Dalles,2,30,197,1029,NA,15.33,336.55,297.463,109.3
06-06-2018,Steelhead,The Dalles,5,31,202,1060,NA,15.5,324.85,305.276,120.9
06-07-2018,Steelhead,The Dalles,11,34,213,1094,NA,15.72,316.3,295.801,104.8
06-08-2018,Steelhead,The Dalles,10,29,223,1123,NA,15.89,291.3,300.944,95
06-09-2018,Steelhead,The Dalles,16,43,239,1166,NA,15.61,279.2,301.489,105
06-10-2018,Steelhead,The Dalles,15,36,254,1202,NA,15.67,274.5,291.452,105
06-11-2018,Steelhead,The Dalles,28,45,282,1247,NA,15.599,273.85,292.154,105
06-12-2018,Steelhead,The Dalles,16,46,298,1293,NA,15.775,280.9,284.724,105
06-13-2018,Steelhead,The Dalles,18,55,316,1348,NA,15.762,257.6,272.997,105
06-14-2018,Steelhead,The Dalles,19,65,335,1413,NA,15.83,224.55,268.927,105
06-15-2018,Steelhead,The Dalles,49,470,5580,25883,NA,16.11,216.3,264.428,104.5
06-16-2018,Steelhead,The Dalles,34,70,369,1483,NA,16.17,207.85,257.55,85.5
06-17-2018,Steelhead,The Dalles,44,78,413,1561,NA,16.44,197.55,258.687,74.1
06-18-2018,Steelhead,The Dalles,42,87,455,1648,NA,16.67,195.4,267.75,81.8
06-19-2018,Steelhead,The Dalles,58,108,513,1756,NA,17.17,203.35,261.095,89
06-20-2018,Steelhead,The Dalles,54,141,567,1897,NA,17.56,208.25,250.615,91.1
06-21-2018,Steelhead,The Dalles,51,152,618,2049,NA,17.72,208.1,251.363,83.1
06-22-2018,Steelhead,The Dalles,94,157,712,2206,NA,17.83,201.75,265.879,76.5
06-23-2018,Steelhead,The Dalles,67,153,779,2359,NA,18,205.5,263.698,95.9
06-24-2018,Steelhead,The Dalles,93,198,872,2557,NA,18.5,226.6,266.298,104.9
06-25-2018,Steelhead,The Dalles,112,254,984,2811,NA,18.384,232.75,274.637,88.3
06-26-2018,Steelhead,The Dalles,93,279,1077,3090,NA,18.5,235.8,264.254,94.6
06-27-2018,Steelhead,The Dalles,108,320,1185,3410,NA,18.83,245.45,267.67,105
06-28-2018,Steelhead,The Dalles,124,317,1309,3727,NA,18.72,242.1,259.119,105
06-29-2018,Steelhead,The Dalles,121,376,1430,4103,NA,18.83,236.2,260.606,88.1
06-30-2018,Steelhead,The Dalles,195,345,1625,4448,NA,18.94,224.8,261.081,89.8
07-01-2018,Steelhead,The Dalles,205,367,1830,4815,NA,18.89,200.45,252.622,57.9
07-02-2018,Steelhead,The Dalles,247,455,2077,5270,NA,18.56,173.7,241.747,60.7
07-03-2018,Steelhead,The Dalles,219,502,2296,5772,NA,18.78,171.6,240.348,42.4
07-04-2018,Steelhead,The Dalles,153,618,2449,6390,NA,18.83,165.65,226.714,39.7
07-05-2018,Steelhead,The Dalles,192,684,2641,7074,NA,19.28,145.95,223.328,59.8
07-06-2018,Steelhead,The Dalles,297,620,2938,7694,NA,19.17,151.25,219.838,51.6
07-07-2018,Steelhead,The Dalles,277,681,3215,8375,NA,19.06,152.25,221.989,59.8
07-08-2018,Steelhead,The Dalles,326,750,3541,9125,NA,19.17,149.8,219.191,62
07-09-2018,Steelhead,The Dalles,344,938,3885,10063,NA,19.28,149.4,220.291,56.4
07-10-2018,Steelhead,The Dalles,381,1064,4266,11127,NA,19.28,152.2,205.804,71.9
07-11-2018,Steelhead,The Dalles,310,1196,4576,12323,NA,19.67,171.65,205.741,79.9
07-12-2018,Steelhead,The Dalles,337,1192,4913,13515,NA,19.94,181.15,196.094,54
07-13-2018,Steelhead,The Dalles,325,1281,5238,14796,NA,20.06,163.4,198.415,51
07-14-2018,Steelhead,The Dalles,419,1185,5657,15981,NA,20,159.55,199.036,66.6
07-15-2018,Steelhead,The Dalles,436,1356,6093,17337,NA,20.5,159.25,193.373,58.9
07-16-2018,Steelhead,The Dalles,443,1753,6536,19090,NA,20.83,182,194.391,70.9
07-17-2018,Steelhead,The Dalles,410,1735,6946,20825,NA,20.83,162.1,183.378,64.2
07-18-2018,Steelhead,The Dalles,390,1867,7336,22692,NA,20.83,153.9,181.554,64.4
07-19-2018,Steelhead,The Dalles,435,1842,7771,24534,NA,20.78,158.4,182.637,52.2
07-20-2018,Steelhead,The Dalles,362,2102,8133,26636,NA,20.56,142.3,176.415,65.2
07-21-2018,Steelhead,The Dalles,323,1978,8456,28614,NA,20.94,167.9,179.454,43.4
07-22-2018,Steelhead,The Dalles,353,2134,8809,30748,NA,21.17,125.6,170.28,41.7
07-23-2018,Steelhead,The Dalles,392,2107,9201,32855,NA,21.5,162.5,167.435,64.1
07-24-2018,Steelhead,The Dalles,399,2090,9600,34945,NA,21.5,177.7,166.02,67.1
07-25-2018,Steelhead,The Dalles,341,2145,9941,37090,NA,21.5,140.9,169.743,52.1
07-26-2018,Steelhead,The Dalles,261,2390,10202,39480,NA,21.67,150.7,169.074,71.3
07-27-2018,Steelhead,The Dalles,324,2170,10526,41650,NA,21.72,159.6,163.097,76.2
07-28-2018,Steelhead,The Dalles,392,1953,10918,43603,NA,21.94,144.1,168.525,52.5
07-29-2018,Steelhead,The Dalles,421,2002,11339,45605,NA,22.22,155.9,161.282,60.4
07-30-2018,Steelhead,The Dalles,320,2188,11659,47793,NA,22.61,167.3,163.44,69.4
07-31-2018,Steelhead,The Dalles,224,2361,11883,50154,NA,22.56,157.6,164.971,50
08-01-2018,Steelhead,The Dalles,197,2181,12080,52335,NA,22.22,127,161.532,44.2
08-02-2018,Steelhead,The Dalles,194,2336,12274,54671,NA,22.06,121.3,147.073,39.9
08-03-2018,Steelhead,The Dalles,142,1807,12416,56478,NA,21.83,106.4,141.793,43.1
08-04-2018,Steelhead,The Dalles,179,2082,12595,58560,NA,22,122.2,149.676,46.1
08-05-2018,Steelhead,The Dalles,167,1841,12762,60401,NA,22.33,116.2,145.858,46
08-06-2018,Steelhead,The Dalles,107,1750,12869,62151,NA,22.39,149,142.807,62.4
08-07-2018,Steelhead,The Dalles,210,1709,13079,63860,NA,22.56,126.8,143.211,49.1
08-08-2018,Steelhead,The Dalles,169,1745,13248,65605,NA,22.61,135.7,142.11,39.7
08-09-2018,Steelhead,The Dalles,169,1821,13417,67426,NA,22.61,133.3,136.747,48.7
08-10-2018,Steelhead,The Dalles,189,1691,13606,69117,NA,22.44,147,137.168,46.1
08-11-2018,Steelhead,The Dalles,147,1498,13753,70615,NA,22,124.8,138.625,40.1
08-12-2018,Steelhead,The Dalles,178,1427,13931,72042,NA,22.22,108.2,142.543,40.2
08-13-2018,Steelhead,The Dalles,133,1388,14064,73430,NA,22.44,116.2,143.412,39.7
08-14-2018,Steelhead,The Dalles,112,1561,14176,74991,NA,22.44,131.2,134.347,46.9
08-15-2018,Steelhead,The Dalles,135,1770,14311,76761,NA,22.44,142.2,132.443,47
08-16-2018,Steelhead,The Dalles,88,2247,14399,79008,NA,22.39,123.5,133.056,43.3
08-17-2018,Steelhead,The Dalles,78,2490,14477,81498,NA,21.94,107.1,131.993,40
08-18-2018,Steelhead,The Dalles,156,1995,14633,83493,NA,21.94,100.1,130.589,39.9
08-19-2018,Steelhead,The Dalles,235,1739,14868,85232,NA,22.44,96.8,135.375,38.7
08-20-2018,Steelhead,The Dalles,170,1396,15038,86628,NA,22.22,123.6,134.835,43.8
08-21-2018,Steelhead,The Dalles,183,1472,15221,88100,NA,22.28,132.9,123.831,51.9
08-22-2018,Steelhead,The Dalles,162,1940,15383,90040,NA,22.33,141.9,132.891,52
08-23-2018,Steelhead,The Dalles,215,2053,15598,92093,NA,21.83,123.1,131.073,44.9
08-24-2018,Steelhead,The Dalles,206,2411,15804,94504,NA,21.28,116.4,131.833,42
08-25-2018,Steelhead,The Dalles,301,2537,16105,97041,NA,20.94,137.5,128.534,58.7
08-26-2018,Steelhead,The Dalles,921,2433,17026,99474,NA,20.83,141.7,124.246,46.9
08-27-2018,Steelhead,The Dalles,924,2293,17950,101767,NA,20.94,116.6,123.953,45.6
08-28-2018,Steelhead,The Dalles,661,2091,18611,103858,NA,21.06,114.8,120.967,53.5
08-29-2018,Steelhead,The Dalles,795,2010,19406,105868,NA,20.83,130.1,124.171,46.4
08-30-2018,Steelhead,The Dalles,807,2140,20213,108008,NA,20.5,121.2,118.635,49.3
08-31-2018,Steelhead,The Dalles,1318,2874,21531,110882,NA,20.22,108.9,120.84,35
09-01-2018,Steelhead,The Dalles,1346,3014,22877,113896,NA,19.94,100.8,101.295,NA
09-02-2018,Steelhead,The Dalles,1460,3849,24337,117745,NA,20.06,96.3,98.322,NA
09-03-2018,Steelhead,The Dalles,1828,4411,26165,122156,NA,20.11,94.6,94.543,NA
09-04-2018,Steelhead,The Dalles,2163,4296,28328,126452,NA,20.11,104.2,93.281,NA
09-05-2018,Steelhead,The Dalles,1986,4104,30314,130556,NA,20.33,99,96.118,NA
09-06-2018,Steelhead,The Dalles,1588,4651,31902,135207,NA,20.44,99.8,95.668,NA
09-07-2018,Steelhead,The Dalles,1435,4660,33337,139867,NA,20.33,106.2,89.538,NA
09-08-2018,Steelhead,The Dalles,1392,5516,34729,145383,NA,20.17,84.6,89.814,NA
09-09-2018,Steelhead,The Dalles,1355,3983,36084,149366,NA,20,79.2,85.897,NA
09-10-2018,Steelhead,The Dalles,1097,3423,37181,152789,NA,19.89,80.1,96.103,NA
09-11-2018,Steelhead,The Dalles,728,3457,37909,156246,NA,19.67,95.2,93.671,NA
09-12-2018,Steelhead,The Dalles,1006,3900,38915,160146,NA,19.61,91.2,96.419,NA
09-13-2018,Steelhead,The Dalles,1464,3991,40379,164137,NA,19.5,72.1,85.885,NA
09-14-2018,Steelhead,The Dalles,1915,4234,42294,168371,NA,19.56,99.4,87.117,NA
09-15-2018,Steelhead,The Dalles,1789,4637,44083,173008,NA,19.5,90.3,89.695,NA
09-16-2018,Steelhead,The Dalles,1852,3936,45935,176944,NA,19.33,80.7,91.919,NA
09-17-2018,Steelhead,The Dalles,1593,3780,47528,180724,NA,19.17,101.7,91.89,NA
09-18-2018,Steelhead,The Dalles,2319,3325,49847,184049,NA,19.33,85.1,86.09,NA
09-19-2018,Steelhead,The Dalles,2434,3819,52281,187868,NA,19.22,83.1,89.118,NA
09-20-2018,Steelhead,The Dalles,1580,4192,53861,192060,NA,18.94,70.2,86.242,NA
09-21-2018,Steelhead,The Dalles,1500,4237,55361,196297,NA,18.72,80,88.124,NA
09-22-2018,Steelhead,The Dalles,1153,3850,56514,200147,NA,18.72,72.3,83.58,NA
09-23-2018,Steelhead,The Dalles,1807,3610,58321,203757,NA,18.44,58.5,88.142,NA
09-24-2018,Steelhead,The Dalles,1946,3651,60267,207408,NA,18.06,90.6,90.419,NA
09-25-2018,Steelhead,The Dalles,1681,3382,61948,210790,NA,18.235,122.5,91.887,NA
09-26-2018,Steelhead,The Dalles,1533,3865,63481,214655,NA,18.388,95.9,93.288,NA
09-27-2018,Steelhead,The Dalles,1220,2782,64701,217437,NA,NA,93.2,87.249,NA
09-28-2018,Steelhead,The Dalles,1168,2427,65869,219864,NA,NA,86.4,88.408,NA
09-29-2018,Steelhead,The Dalles,892,2701,66761,222565,NA,NA,77,89.428,NA
09-30-2018,Steelhead,The Dalles,846,3082,67607,225647,NA,NA,86.4,84.203,NA
10-01-2018,Steelhead,The Dalles,910,2551,68517,228198,NA,NA,76.3,82.643,NA
10-02-2018,Steelhead,The Dalles,881,1943,69398,230141,NA,NA,67.5,83.461,NA
10-03-2018,Steelhead,The Dalles,750,1841,70148,231982,NA,NA,82.1,88.018,NA
10-04-2018,Steelhead,The Dalles,576,1536,70724,233518,NA,NA,85.6,85.609,NA
10-05-2018,Steelhead,The Dalles,439,1539,71163,235057,NA,NA,85.6,86.759,NA
10-06-2018,Steelhead,The Dalles,569,1543,71732,236600,NA,NA,70.7,90.934,NA
10-07-2018,Steelhead,The Dalles,1389,1377,73121,237977,NA,NA,72.3,85.158,NA
10-08-2018,Steelhead,The Dalles,1195,1282,74316,239259,NA,NA,70.3,90.988,NA
10-09-2018,Steelhead,The Dalles,592,1146,74908,240405,NA,NA,72.7,95.714,NA
10-10-2018,Steelhead,The Dalles,732,927,75640,241332,NA,NA,85.5,96.492,NA
10-11-2018,Steelhead,The Dalles,672,1003,76312,242335,NA,NA,85.8,91.239,NA
10-12-2018,Steelhead,The Dalles,548,1016,76860,243351,NA,NA,90.1,92.157,NA
10-13-2018,Steelhead,The Dalles,367,874,77227,244225,NA,NA,82.4,93.242,NA
10-14-2018,Steelhead,The Dalles,283,716,77510,244941,NA,NA,83.7,98.323,NA
10-15-2018,Steelhead,The Dalles,271,801,77781,245742,NA,NA,99.5,100.805,NA
10-16-2018,Steelhead,The Dalles,303,992,78084,246734,NA,NA,85.2,97.574,NA
10-17-2018,Steelhead,The Dalles,277,720,78361,247454,NA,NA,83.3,97.961,NA
10-18-2018,Steelhead,The Dalles,216,505,78577,247959,NA,NA,78.3,96.128,NA
10-19-2018,Steelhead,The Dalles,237,537,78814,248496,NA,NA,84.2,89.9,NA
10-20-2018,Steelhead,The Dalles,221,542,79035,249038,NA,NA,66.3,90.547,NA
10-21-2018,Steelhead,The Dalles,202,416,79237,249454,NA,NA,69.6,100.372,NA
10-22-2018,Steelhead,The Dalles,216,392,79453,249846,NA,NA,90.6,97.798,NA
10-23-2018,Steelhead,The Dalles,140,333,79593,250179,NA,NA,105,94.675,NA
10-24-2018,Steelhead,The Dalles,149,360,79742,250539,NA,NA,119.6,95.438,NA
10-25-2018,Steelhead,The Dalles,150,332,79892,250871,NA,NA,108.5,97.353,NA
