Date,Species,Dam,Count,Avg,YTD,AvgYTD,TempS,TempC,Flow,Mflow,Spill
06-05-2016,Steelhead,The Dalles,31,31,454,1295,NA,17.229,216.9,297.463,86.7
06-06-2016,Steelhead,The Dalles,23,33,477,1328,NA,17.559,202.6,305.276,81
06-07-2016,Steelhead,The Dalles,44,35,521,1363,NA,17.674,220.5,295.801,88.2
06-08-2016,Steelhead,The Dalles,40,28,561,1391,NA,17.7,201.6,300.944,80.6
06-09-2016,Steelhead,The Dalles,36,48,597,1439,NA,17.686,204.3,301.489,81.6
06-10-2016,Steelhead,The Dalles,36,38,633,1477,NA,17.64,181.9,291.452,73
06-11-2016,Steelhead,The Dalles,58,42,691,1519,NA,17.733,193.9,292.154,77.5
06-12-2016,Steelhead,The Dalles,31,51,722,1570,NA,17.899,178.1,284.724,71.3
06-13-2016,Steelhead,The Dalles,55,57,777,1627,NA,18.02,160.2,272.997,64.1
06-14-2016,Steelhead,The Dalles,69,69,846,1696,NA,17.677,182.7,268.927,73.2
06-15-2016,Steelhead,The Dalles,78,74,924,1770,NA,17.625,172.5,264.428,69
06-16-2016,Steelhead,The Dalles,62,80,986,1850,NA,17.606,173.3,257.55,69.3
06-17-2016,Steelhead,The Dalles,82,81,1068,1931,NA,17.594,184.3,258.687,74.1
06-18-2016,Steelhead,The Dalles,122,85,1190,2016,NA,17.617,163.3,267.75,65.1
06-19-2016,Steelhead,The Dalles,152,99,1342,2115,NA,17.393,145.8,261.095,58.7
06-20-2016,Steelhead,The Dalles,126,148,1468,2263,NA,17.518,180.2,250.615,72.3
06-21-2016,Steelhead,The Dalles,125,151,1593,2414,NA,17.61,181.2,251.363,72.4
06-22-2016,Steelhead,The Dalles,149,160,1742,2574,NA,17.72,169.8,265.879,68.2
06-23-2016,Steelhead,The Dalles,144,155,1886,2729,NA,17.78,177.4,263.698,70.8
06-24-2016,Steelhead,The Dalles,312,189,2198,2918,NA,17.67,154.4,266.298,62
06-25-2016,Steelhead,The Dalles,233,253,2431,3171,NA,18.06,183.6,274.637,73.2
06-26-2016,Steelhead,The Dalles,208,286,2639,3457,NA,18.44,180.3,264.254,71.6
06-27-2016,Steelhead,The Dalles,287,315,2926,3772,NA,18.78,174.6,267.67,69.9
06-28-2016,Steelhead,The Dalles,267,326,3193,4098,NA,18.67,179.5,259.119,71.8
06-29-2016,Steelhead,The Dalles,331,376,3524,4474,NA,18.78,170.8,260.606,68.3
06-30-2016,Steelhead,The Dalles,331,362,3855,4836,NA,18.89,167.5,261.081,66.9
07-01-2016,Steelhead,The Dalles,379,391,4234,5227,NA,19.28,178.4,252.622,71.2
07-02-2016,Steelhead,The Dalles,280,490,4514,5717,NA,19.5,151,241.747,60.6
07-03-2016,Steelhead,The Dalles,398,532,4912,6249,NA,19.33,144,240.348,57.8
07-04-2016,Steelhead,The Dalles,517,630,5429,6879,NA,19.33,154.1,226.714,61.8
07-05-2016,Steelhead,The Dalles,505,708,5934,7587,NA,19.33,158.6,223.328,63.6
07-06-2016,Steelhead,The Dalles,498,657,6432,8244,NA,19.67,153.9,219.838,61.6
07-07-2016,Steelhead,The Dalles,549,723,6981,8967,NA,19.78,153.8,221.989,61.8
07-08-2016,Steelhead,The Dalles,583,776,7564,9743,NA,20.06,162.3,219.191,65.1
07-09-2016,Steelhead,The Dalles,581,992,8145,10735,NA,20.06,149.2,220.291,59.7
07-10-2016,Steelhead,The Dalles,582,1088,8727,11823,NA,20,113.6,205.804,45.2
07-11-2016,Steelhead,The Dalles,614,1263,9341,13086,NA,20,119.9,205.741,47.7
07-12-2016,Steelhead,The Dalles,503,1226,9844,14312,NA,20,127.7,196.094,50.9
07-13-2016,Steelhead,The Dalles,517,1377,10361,15689,NA,20.17,141.2,198.415,56.4
07-14-2016,Steelhead,The Dalles,688,1252,11049,16941,NA,20.11,149.3,199.036,59.6
07-15-2016,Steelhead,The Dalles,594,1471,11643,18412,NA,19.83,141.1,193.373,56.5
07-16-2016,Steelhead,The Dalles,614,1810,12257,20222,NA,19.78,143.5,194.391,57.7
07-17-2016,Steelhead,The Dalles,569,1851,12826,22073,NA,20,141,183.378,56.7
07-18-2016,Steelhead,The Dalles,887,1874,13713,23947,NA,20.11,145.8,181.554,58.4
07-19-2016,Steelhead,The Dalles,584,1906,14297,25853,NA,20.11,150.8,182.637,60.3
07-20-2016,Steelhead,The Dalles,596,2171,14893,28024,NA,20.44,129.8,176.415,52.2
07-21-2016,Steelhead,The Dalles,646,2047,15539,30071,NA,20.72,143.2,179.454,57.3
07-22-2016,Steelhead,The Dalles,554,2224,16093,32295,NA,20.67,111.3,170.28,44.4
07-23-2016,Steelhead,The Dalles,661,2196,16754,34491,NA,20.56,128.8,167.435,51.5
07-24-2016,Steelhead,The Dalles,597,2167,17351,36658,NA,20.89,119.3,166.02,47.7
07-25-2016,Steelhead,The Dalles,615,2191,17966,38849,NA,21.39,127.7,169.743,51.3
07-26-2016,Steelhead,The Dalles,551,2479,18517,41328,NA,21.11,132.9,169.074,53.1
07-27-2016,Steelhead,The Dalles,462,2290,18979,43618,NA,21.28,135.1,163.097,54.2
07-28-2016,Steelhead,The Dalles,615,2068,19594,45686,NA,21.61,144.8,168.525,57.9
07-29-2016,Steelhead,The Dalles,632,2079,20226,47765,NA,21.78,146.8,161.282,58.6
07-30-2016,Steelhead,The Dalles,619,2224,20845,49989,NA,21.39,126.6,163.44,50.8
07-31-2016,Steelhead,The Dalles,447,2399,21292,52388,NA,21.22,140.4,164.971,56.1
08-01-2016,Steelhead,The Dalles,514,2255,21806,54643,NA,21.83,157.7,161.532,63.5
08-02-2016,Steelhead,The Dalles,512,2369,22318,57012,NA,21.61,114.7,147.073,46
08-03-2016,Steelhead,The Dalles,423,1911,22741,58923,NA,21.67,117,141.793,47
08-04-2016,Steelhead,The Dalles,421,2213,23162,61136,NA,22,132.7,149.676,53.2
08-05-2016,Steelhead,The Dalles,326,2076,23488,63212,NA,21.89,124.8,145.858,49.8
08-06-2016,Steelhead,The Dalles,279,1963,23767,65175,NA,21.39,116.4,142.807,46.5
08-07-2016,Steelhead,The Dalles,387,1930,24154,67105,NA,21.28,111.6,143.211,44.6
08-08-2016,Steelhead,The Dalles,382,1877,24536,68982,NA,21.17,118.3,142.11,47.4
08-09-2016,Steelhead,The Dalles,424,2025,24960,71007,NA,21,119.2,136.747,47.8
08-10-2016,Steelhead,The Dalles,435,1844,25395,72851,NA,21.11,122.5,137.168,48.9
08-11-2016,Steelhead,The Dalles,476,1717,25871,74568,NA,21.33,134.6,138.625,53.7
08-12-2016,Steelhead,The Dalles,552,1686,26423,76254,NA,21.56,130.7,142.543,52.3
08-13-2016,Steelhead,The Dalles,613,1632,27036,77886,NA,21.61,128.2,143.412,51.4
08-14-2016,Steelhead,The Dalles,455,1740,27491,79626,NA,21.67,107.4,134.347,43
08-15-2016,Steelhead,The Dalles,409,1999,27900,81625,NA,21.5,100.1,132.443,40.1
08-16-2016,Steelhead,The Dalles,435,2501,28335,84126,NA,21.56,105.1,133.056,42
08-17-2016,Steelhead,The Dalles,469,2828,28804,86954,NA,21.56,117.1,131.993,46.7
08-18-2016,Steelhead,The Dalles,626,2312,29430,89266,NA,21.94,113.9,130.589,45.3
08-19-2016,Steelhead,The Dalles,585,2279,30015,91545,NA,22.11,137.5,135.375,55.1
08-20-2016,Steelhead,The Dalles,842,1808,30857,93353,NA,22.5,135.7,134.835,54
08-21-2016,Steelhead,The Dalles,661,1739,31518,95092,NA,22.33,99.4,123.831,39.4
08-22-2016,Steelhead,The Dalles,323,2245,31841,97337,NA,21.67,112.1,132.891,44.8
08-23-2016,Steelhead,The Dalles,327,2299,32168,99636,NA,21.89,112.3,131.073,44.9
08-24-2016,Steelhead,The Dalles,517,2769,32685,102405,NA,22.17,108.6,131.833,43.4
08-25-2016,Steelhead,The Dalles,369,3015,33054,105420,NA,22.22,108.4,128.534,43.4
08-26-2016,Steelhead,The Dalles,313,2894,33367,108314,NA,22.28,119.3,124.246,47.7
08-27-2016,Steelhead,The Dalles,408,2746,33775,111060,NA,22.28,96.3,123.953,38.7
08-28-2016,Steelhead,The Dalles,225,2510,34000,113570,NA,22.17,104.2,120.967,41.9
08-29-2016,Steelhead,The Dalles,441,2258,34441,115828,NA,22.17,118.2,124.171,47.2
08-30-2016,Steelhead,The Dalles,366,2427,34807,118255,NA,21.72,101.333,118.635,40.356
08-31-2016,Steelhead,The Dalles,454,3278,35261,121533,NA,21.56,95.3,120.84,38.1
09-01-2016,Steelhead,The Dalles,842,3451,36103,124984,NA,21.44,84,101.295,NA
09-02-2016,Steelhead,The Dalles,603,4510,36706,129494,NA,21.22,86.4,98.322,NA
09-03-2016,Steelhead,The Dalles,1387,5044,38093,134538,NA,21,89.4,94.543,NA
09-04-2016,Steelhead,The Dalles,2833,4641,40926,139179,NA,20.83,79.9,93.281,NA
09-05-2016,Steelhead,The Dalles,3002,4441,43928,143620,NA,20.61,81.9,96.118,NA
09-06-2016,Steelhead,The Dalles,3176,5000,47104,148620,NA,20.67,86.8,95.668,NA
09-07-2016,Steelhead,The Dalles,2741,5198,49845,153818,NA,20.61,84.5,89.538,NA
09-08-2016,Steelhead,The Dalles,2746,6601,52591,160419,NA,20.39,77.6,89.814,NA
09-09-2016,Steelhead,The Dalles,3099,4871,55690,165290,NA,20.28,68.1,85.897,NA
09-10-2016,Steelhead,The Dalles,3120,4131,58810,169421,NA,20.39,92.9,96.103,NA
09-11-2016,Steelhead,The Dalles,4156,3489,62966,172910,NA,20.17,78.7,93.671,NA
09-12-2016,Steelhead,The Dalles,3845,4118,66811,177028,NA,19.72,90.4,96.419,NA
09-13-2016,Steelhead,The Dalles,3706,4010,70517,181038,NA,19.89,70.1,85.885,NA
09-14-2016,Steelhead,The Dalles,2420,4467,72937,185505,NA,19.67,92.4,87.117,NA
09-15-2016,Steelhead,The Dalles,3111,5111,76048,190616,NA,19.578,94.3,89.695,NA
09-16-2016,Steelhead,The Dalles,4140,4545,80188,195161,NA,NA,98.2,91.919,NA
09-17-2016,Steelhead,The Dalles,4816,3993,85004,199154,NA,NA,79.6,91.89,NA
09-18-2016,Steelhead,The Dalles,3352,3504,88356,202658,NA,NA,64.9,86.09,NA
09-19-2016,Steelhead,The Dalles,3638,3694,91994,206352,NA,NA,96.8,89.118,NA
09-20-2016,Steelhead,The Dalles,2405,4328,94399,210680,NA,NA,107.6,86.242,NA
09-21-2016,Steelhead,The Dalles,2286,4450,96685,215130,NA,NA,99.3,88.124,NA
09-22-2016,Steelhead,The Dalles,2563,4471,99248,219601,NA,NA,81.5,83.58,NA
09-23-2016,Steelhead,The Dalles,3487,4380,102735,223981,NA,NA,76.7,88.142,NA
09-24-2016,Steelhead,The Dalles,3924,4265,106659,228246,NA,NA,78.7,90.419,NA
09-25-2016,Steelhead,The Dalles,3731,3669,110390,231915,NA,NA,88,91.887,NA
09-26-2016,Steelhead,The Dalles,2681,3912,113071,235827,NA,NA,104.5,93.288,NA
09-27-2016,Steelhead,The Dalles,2346,2845,115417,238672,NA,NA,106.4,87.249,NA
09-28-2016,Steelhead,The Dalles,2481,2429,117898,241101,NA,NA,89.1,88.408,NA
09-29-2016,Steelhead,The Dalles,2607,2847,120505,243948,NA,NA,88.4,89.428,NA
09-30-2016,Steelhead,The Dalles,2097,3115,122602,247063,NA,NA,76.3,84.203,NA
10-01-2016,Steelhead,The Dalles,2575,2593,125177,249656,NA,NA,75.6,82.643,NA
10-02-2016,Steelhead,The Dalles,1830,2309,127007,251965,NA,NA,62.1,83.461,NA
10-03-2016,Steelhead,The Dalles,1823,2120,128830,254085,NA,NA,77.3,88.018,NA
10-04-2016,Steelhead,The Dalles,1219,1582,130049,255667,NA,NA,87.2,85.609,NA
10-05-2016,Steelhead,The Dalles,966,1671,131015,257338,NA,NA,101.4,86.759,NA
10-06-2016,Steelhead,The Dalles,1414,1703,132429,259041,NA,NA,91.8,90.934,NA
10-07-2016,Steelhead,The Dalles,1798,1483,134227,260524,NA,NA,86.4,85.158,NA
10-08-2016,Steelhead,The Dalles,1715,1290,135942,261814,NA,NA,88.3,90.988,NA
10-09-2016,Steelhead,The Dalles,1179,1154,137121,262968,NA,NA,85.1,95.714,NA
10-10-2016,Steelhead,The Dalles,978,977,138099,263945,NA,NA,107.8,96.492,NA
10-11-2016,Steelhead,The Dalles,827,1107,138926,265052,NA,NA,98.9,91.239,NA
10-12-2016,Steelhead,The Dalles,816,1077,139742,266129,NA,NA,121.5,92.157,NA
10-13-2016,Steelhead,The Dalles,236,1000,139978,267129,NA,NA,84.1,93.242,24.1
10-14-2016,Steelhead,The Dalles,342,737,140320,267866,NA,NA,109.3,98.323,NA
10-15-2016,Steelhead,The Dalles,616,823,140936,268689,NA,NA,107.6,100.805,NA
10-16-2016,Steelhead,The Dalles,799,995,141735,269684,NA,NA,117.6,97.574,NA
10-17-2016,Steelhead,The Dalles,643,841,142378,270525,NA,NA,104.1,97.961,NA
10-18-2016,Steelhead,The Dalles,349,618,142727,271143,NA,NA,103.2,96.128,NA
10-19-2016,Steelhead,The Dalles,389,600,143116,271743,NA,NA,113.6,89.9,NA
10-20-2016,Steelhead,The Dalles,209,667,143325,272410,NA,NA,93.6,90.547,NA
