Date,Species,Dam,Count,Avg,YTD,AvgYTD,TempS,TempC,Flow,Mflow,Spill
12-13-2013,Steelhead,The Dalles,NA,1,757403,402921,NA,NA,125.763,131.75,NA
12-14-2013,Steelhead,The Dalles,NA,2,757403,402923,NA,NA,122.438,141.939,NA
12-15-2013,Steelhead,The Dalles,NA,NA,757403,402923,NA,NA,119.896,144.525,NA
12-16-2013,Steelhead,The Dalles,NA,NA,757403,402923,NA,NA,117.5,133.901,NA
12-17-2013,Steelhead,The Dalles,NA,1,757403,402924,NA,NA,121.908,134.998,NA
12-18-2013,Steelhead,The Dalles,NA,1,757403,402925,NA,NA,126.421,139.816,NA
12-19-2013,Steelhead,The Dalles,NA,1,757403,402926,NA,NA,121.921,133.828,NA
12-20-2013,Steelhead,The Dalles,NA,NA,757403,402926,NA,NA,124.721,135.205,NA
12-21-2013,Steelhead,The Dalles,NA,NA,757403,402926,NA,NA,114.542,136.365,NA
12-22-2013,Steelhead,The Dalles,NA,1,757403,402927,NA,NA,114.108,137.303,NA
12-23-2013,Steelhead,The Dalles,NA,NA,757403,402927,NA,NA,118.729,132.239,NA
12-24-2013,Steelhead,The Dalles,NA,NA,757403,402927,NA,NA,124.292,127.893,NA
12-25-2013,Steelhead,The Dalles,NA,1,757403,402928,NA,NA,114.858,124.053,NA
12-26-2013,Steelhead,The Dalles,NA,NA,757403,402928,NA,NA,118.092,129.236,NA
12-27-2013,Steelhead,The Dalles,NA,NA,757403,402928,NA,NA,121.05,138.607,NA
12-28-2013,Steelhead,The Dalles,NA,NA,757403,402928,NA,NA,123.175,136.357,NA
12-29-2013,Steelhead,The Dalles,NA,-1,757403,402927,NA,NA,118.496,136.919,NA
12-30-2013,Steelhead,The Dalles,NA,NA,757403,402927,NA,NA,116.5,138.373,NA
12-31-2013,Steelhead,The Dalles,NA,NA,757403,402927,NA,NA,115.658,139.393,NA
