year,mm-dd,location,parameter,unit,datatype,value
2004,4-1,BON,tempscr,C,Temp (Scroll Case),7.800
2004,4-2,BON,tempscr,C,Temp (Scroll Case),7.800
2004,4-3,BON,tempscr,C,Temp (Scroll Case),7.800
2004,4-4,BON,tempscr,C,Temp (Scroll Case),8.300
2004,4-5,BON,tempscr,C,Temp (Scroll Case),8.300
2004,4-6,BON,tempscr,C,Temp (Scroll Case),8.300
2004,4-7,BON,tempscr,C,Temp (Scroll Case),8.900
2004,4-8,BON,tempscr,C,Temp (Scroll Case),8.900
2004,4-9,BON,tempscr,C,Temp (Scroll Case),9.400
2004,4-10,BON,tempscr,C,Temp (Scroll Case),9.400
2004,4-11,BON,tempscr,C,Temp (Scroll Case),9.400
2004,4-12,BON,tempscr,C,Temp (Scroll Case),9.400
2004,4-13,BON,tempscr,C,Temp (Scroll Case),9.400
2004,4-14,BON,tempscr,C,Temp (Scroll Case),10.000
2004,4-15,BON,tempscr,C,Temp (Scroll Case),9.400
2004,4-16,BON,tempscr,C,Temp (Scroll Case),9.400
2004,4-17,BON,tempscr,C,Temp (Scroll Case),9.400
2004,4-18,BON,tempscr,C,Temp (Scroll Case),10.000
2004,4-19,BON,tempscr,C,Temp (Scroll Case),10.000
2004,4-20,BON,tempscr,C,Temp (Scroll Case),10.000
2004,4-21,BON,tempscr,C,Temp (Scroll Case),10.000
2004,4-22,BON,tempscr,C,Temp (Scroll Case),10.600
2004,4-23,BON,tempscr,C,Temp (Scroll Case),10.000
2004,4-24,BON,tempscr,C,Temp (Scroll Case),10.600
2004,4-25,BON,tempscr,C,Temp (Scroll Case),10.600
2004,4-26,BON,tempscr,C,Temp (Scroll Case),10.600
2004,4-27,BON,tempscr,C,Temp (Scroll Case),10.600
2004,4-28,BON,tempscr,C,Temp (Scroll Case),11.100
2004,4-29,BON,tempscr,C,Temp (Scroll Case),11.100
2004,4-30,BON,tempscr,C,Temp (Scroll Case),11.100
2004,5-1,BON,tempscr,C,Temp (Scroll Case),11.100
2004,5-2,BON,tempscr,C,Temp (Scroll Case),11.700
2004,5-3,BON,tempscr,C,Temp (Scroll Case),11.700
2004,5-4,BON,tempscr,C,Temp (Scroll Case),12.200
2004,5-5,BON,tempscr,C,Temp (Scroll Case),12.200
2004,5-6,BON,tempscr,C,Temp (Scroll Case),12.200
2004,5-7,BON,tempscr,C,Temp (Scroll Case),12.200
2004,5-8,BON,tempscr,C,Temp (Scroll Case),12.200
2004,5-9,BON,tempscr,C,Temp (Scroll Case),12.200
2004,5-10,BON,tempscr,C,Temp (Scroll Case),12.800
2004,5-11,BON,tempscr,C,Temp (Scroll Case),12.800
2004,5-12,BON,tempscr,C,Temp (Scroll Case),12.800
2004,5-13,BON,tempscr,C,Temp (Scroll Case),12.800
2004,5-14,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-15,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-16,BON,tempscr,C,Temp (Scroll Case),12.800
2004,5-17,BON,tempscr,C,Temp (Scroll Case),12.800
2004,5-18,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-19,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-20,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-21,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-22,BON,tempscr,C,Temp (Scroll Case),15.000
2004,5-23,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-24,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-25,BON,tempscr,C,Temp (Scroll Case),13.900
2004,5-26,BON,tempscr,C,Temp (Scroll Case),13.900
2004,5-27,BON,tempscr,C,Temp (Scroll Case),13.900
2004,5-28,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-29,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-30,BON,tempscr,C,Temp (Scroll Case),13.300
2004,5-31,BON,tempscr,C,Temp (Scroll Case),13.300
2004,6-1,BON,tempscr,C,Temp (Scroll Case),13.300
2004,6-2,BON,tempscr,C,Temp (Scroll Case),13.900
2004,6-3,BON,tempscr,C,Temp (Scroll Case),13.900
2004,6-4,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-5,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-6,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-7,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-8,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-9,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-10,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-11,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-12,BON,tempscr,C,Temp (Scroll Case),13.900
2004,6-13,BON,tempscr,C,Temp (Scroll Case),13.900
2004,6-14,BON,tempscr,C,Temp (Scroll Case),13.900
2004,6-15,BON,tempscr,C,Temp (Scroll Case),13.900
2004,6-16,BON,tempscr,C,Temp (Scroll Case),14.400
2004,6-17,BON,tempscr,C,Temp (Scroll Case),NA
2004,6-18,BON,tempscr,C,Temp (Scroll Case),NA
2004,6-19,BON,tempscr,C,Temp (Scroll Case),NA
2004,6-20,BON,tempscr,C,Temp (Scroll Case),15.600
2004,6-21,BON,tempscr,C,Temp (Scroll Case),15.600
2004,6-22,BON,tempscr,C,Temp (Scroll Case),16.700
2004,6-23,BON,tempscr,C,Temp (Scroll Case),16.700
2004,6-24,BON,tempscr,C,Temp (Scroll Case),16.700
2004,6-25,BON,tempscr,C,Temp (Scroll Case),NA
2004,6-26,BON,tempscr,C,Temp (Scroll Case),17.200
2004,6-27,BON,tempscr,C,Temp (Scroll Case),17.200
2004,6-28,BON,tempscr,C,Temp (Scroll Case),17.200
2004,6-29,BON,tempscr,C,Temp (Scroll Case),NA
2004,6-30,BON,tempscr,C,Temp (Scroll Case),17.800
2004,7-1,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-2,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-3,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-4,BON,tempscr,C,Temp (Scroll Case),NA
2004,7-5,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-6,BON,tempscr,C,Temp (Scroll Case),NA
2004,7-7,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-8,BON,tempscr,C,Temp (Scroll Case),NA
2004,7-9,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-10,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-11,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-12,BON,tempscr,C,Temp (Scroll Case),18.300
2004,7-13,BON,tempscr,C,Temp (Scroll Case),18.900
2004,7-14,BON,tempscr,C,Temp (Scroll Case),NA
2004,7-15,BON,tempscr,C,Temp (Scroll Case),NA
2004,7-16,BON,tempscr,C,Temp (Scroll Case),20.000
2004,7-17,BON,tempscr,C,Temp (Scroll Case),NA
2004,7-18,BON,tempscr,C,Temp (Scroll Case),20.000
2004,7-19,BON,tempscr,C,Temp (Scroll Case),20.000
2004,7-20,BON,tempscr,C,Temp (Scroll Case),20.000
2004,7-21,BON,tempscr,C,Temp (Scroll Case),20.000
2004,7-22,BON,tempscr,C,Temp (Scroll Case),20.000
2004,7-23,BON,tempscr,C,Temp (Scroll Case),20.000
2004,7-24,BON,tempscr,C,Temp (Scroll Case),20.600
2004,7-25,BON,tempscr,C,Temp (Scroll Case),20.600
2004,7-26,BON,tempscr,C,Temp (Scroll Case),21.100
2004,7-27,BON,tempscr,C,Temp (Scroll Case),21.100
2004,7-28,BON,tempscr,C,Temp (Scroll Case),21.100
2004,7-29,BON,tempscr,C,Temp (Scroll Case),20.600
2004,7-30,BON,tempscr,C,Temp (Scroll Case),20.600
2004,7-31,BON,tempscr,C,Temp (Scroll Case),20.600
2004,8-1,BON,tempscr,C,Temp (Scroll Case),20.600
2004,8-2,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-3,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-4,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-5,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-6,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-7,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-8,BON,tempscr,C,Temp (Scroll Case),20.600
2004,8-9,BON,tempscr,C,Temp (Scroll Case),20.600
2004,8-10,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-11,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-12,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-13,BON,tempscr,C,Temp (Scroll Case),22.200
2004,8-14,BON,tempscr,C,Temp (Scroll Case),22.200
2004,8-15,BON,tempscr,C,Temp (Scroll Case),21.700
2004,8-16,BON,tempscr,C,Temp (Scroll Case),21.700
2004,8-17,BON,tempscr,C,Temp (Scroll Case),21.700
2004,8-18,BON,tempscr,C,Temp (Scroll Case),21.700
2004,8-19,BON,tempscr,C,Temp (Scroll Case),21.300
2004,8-20,BON,tempscr,C,Temp (Scroll Case),21.700
2004,8-21,BON,tempscr,C,Temp (Scroll Case),21.700
2004,8-22,BON,tempscr,C,Temp (Scroll Case),21.700
2004,8-23,BON,tempscr,C,Temp (Scroll Case),21.700
2004,8-24,BON,tempscr,C,Temp (Scroll Case),21.100
2004,8-25,BON,tempscr,C,Temp (Scroll Case),20.600
2004,8-26,BON,tempscr,C,Temp (Scroll Case),20.000
2004,8-27,BON,tempscr,C,Temp (Scroll Case),20.000
2004,8-28,BON,tempscr,C,Temp (Scroll Case),20.600
2004,8-29,BON,tempscr,C,Temp (Scroll Case),20.600
2004,8-30,BON,tempscr,C,Temp (Scroll Case),20.600
2004,8-31,BON,tempscr,C,Temp (Scroll Case),20.600
2004,9-1,BON,tempscr,C,Temp (Scroll Case),20.600
2004,9-2,BON,tempscr,C,Temp (Scroll Case),20.600
2004,9-3,BON,tempscr,C,Temp (Scroll Case),20.000
2004,9-4,BON,tempscr,C,Temp (Scroll Case),20.000
2004,9-5,BON,tempscr,C,Temp (Scroll Case),18.900
2004,9-6,BON,tempscr,C,Temp (Scroll Case),18.900
2004,9-7,BON,tempscr,C,Temp (Scroll Case),18.900
2004,9-8,BON,tempscr,C,Temp (Scroll Case),18.900
2004,9-9,BON,tempscr,C,Temp (Scroll Case),18.900
2004,9-10,BON,tempscr,C,Temp (Scroll Case),18.900
2004,9-11,BON,tempscr,C,Temp (Scroll Case),20.600
2004,9-12,BON,tempscr,C,Temp (Scroll Case),18.900
2004,9-13,BON,tempscr,C,Temp (Scroll Case),18.900
2004,9-14,BON,tempscr,C,Temp (Scroll Case),18.300
2004,9-15,BON,tempscr,C,Temp (Scroll Case),NA
2004,9-16,BON,tempscr,C,Temp (Scroll Case),18.300
2004,9-17,BON,tempscr,C,Temp (Scroll Case),18.300
2004,9-18,BON,tempscr,C,Temp (Scroll Case),17.800
2004,9-19,BON,tempscr,C,Temp (Scroll Case),17.800
2004,9-20,BON,tempscr,C,Temp (Scroll Case),17.800
2004,9-21,BON,tempscr,C,Temp (Scroll Case),17.800
2004,9-22,BON,tempscr,C,Temp (Scroll Case),17.200
2004,9-23,BON,tempscr,C,Temp (Scroll Case),17.200
2004,9-24,BON,tempscr,C,Temp (Scroll Case),17.200
2004,9-25,BON,tempscr,C,Temp (Scroll Case),17.200
2004,9-26,BON,tempscr,C,Temp (Scroll Case),17.200
2004,9-27,BON,tempscr,C,Temp (Scroll Case),17.200
2004,9-28,BON,tempscr,C,Temp (Scroll Case),17.200
2004,9-29,BON,tempscr,C,Temp (Scroll Case),17.200
2004,9-30,BON,tempscr,C,Temp (Scroll Case),17.200
2004,10-1,BON,tempscr,C,Temp (Scroll Case),17.200
2004,10-2,BON,tempscr,C,Temp (Scroll Case),17.200
2004,10-3,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-4,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-5,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-6,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-7,BON,tempscr,C,Temp (Scroll Case),17.200
2004,10-8,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-9,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-10,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-11,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-12,BON,tempscr,C,Temp (Scroll Case),16.100
2004,10-13,BON,tempscr,C,Temp (Scroll Case),16.100
2004,10-14,BON,tempscr,C,Temp (Scroll Case),17.200
2004,10-15,BON,tempscr,C,Temp (Scroll Case),17.800
2004,10-16,BON,tempscr,C,Temp (Scroll Case),17.800
2004,10-17,BON,tempscr,C,Temp (Scroll Case),17.800
2004,10-18,BON,tempscr,C,Temp (Scroll Case),17.800
2004,10-19,BON,tempscr,C,Temp (Scroll Case),17.800
2004,10-20,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-21,BON,tempscr,C,Temp (Scroll Case),17.200
2004,10-22,BON,tempscr,C,Temp (Scroll Case),16.700
2004,10-23,BON,tempscr,C,Temp (Scroll Case),16.100
2004,10-24,BON,tempscr,C,Temp (Scroll Case),16.100
2004,10-25,BON,tempscr,C,Temp (Scroll Case),15.600
2004,10-26,BON,tempscr,C,Temp (Scroll Case),15.600
2004,10-27,BON,tempscr,C,Temp (Scroll Case),15.600
2004,10-28,BON,tempscr,C,Temp (Scroll Case),15.000
2004,10-29,BON,tempscr,C,Temp (Scroll Case),15.000
2004,10-30,BON,tempscr,C,Temp (Scroll Case),14.400
2004,10-31,BON,tempscr,C,Temp (Scroll Case),14.400
2004,11-1,BON,tempscr,C,Temp (Scroll Case),13.900
2004,11-2,BON,tempscr,C,Temp (Scroll Case),13.300
2004,11-3,BON,tempscr,C,Temp (Scroll Case),13.300
2004,11-4,BON,tempscr,C,Temp (Scroll Case),13.300
2004,11-5,BON,tempscr,C,Temp (Scroll Case),12.800
2004,11-6,BON,tempscr,C,Temp (Scroll Case),12.800
2004,11-7,BON,tempscr,C,Temp (Scroll Case),12.800
2004,11-8,BON,tempscr,C,Temp (Scroll Case),12.200
2004,11-9,BON,tempscr,C,Temp (Scroll Case),12.200
2004,11-10,BON,tempscr,C,Temp (Scroll Case),12.200
2004,11-11,BON,tempscr,C,Temp (Scroll Case),12.200
2004,11-12,BON,tempscr,C,Temp (Scroll Case),12.200
2004,11-13,BON,tempscr,C,Temp (Scroll Case),11.700
2004,11-14,BON,tempscr,C,Temp (Scroll Case),11.100
2004,11-15,BON,tempscr,C,Temp (Scroll Case),11.700
2004,11-16,BON,tempscr,C,Temp (Scroll Case),NA
2004,11-17,BON,tempscr,C,Temp (Scroll Case),NA
2004,11-18,BON,tempscr,C,Temp (Scroll Case),11.700
2004,11-19,BON,tempscr,C,Temp (Scroll Case),11.100
2004,11-20,BON,tempscr,C,Temp (Scroll Case),11.100
2004,11-21,BON,tempscr,C,Temp (Scroll Case),10.600
2004,11-22,BON,tempscr,C,Temp (Scroll Case),10.600
2004,11-23,BON,tempscr,C,Temp (Scroll Case),10.600
2004,11-24,BON,tempscr,C,Temp (Scroll Case),10.600
2004,11-25,BON,tempscr,C,Temp (Scroll Case),10.600
2004,11-26,BON,tempscr,C,Temp (Scroll Case),10.600
2004,11-27,BON,tempscr,C,Temp (Scroll Case),10.600
2004,11-28,BON,tempscr,C,Temp (Scroll Case),NA
2004,11-29,BON,tempscr,C,Temp (Scroll Case),10.000
2004,11-30,BON,tempscr,C,Temp (Scroll Case),9.400
2004,12-1,BON,tempscr,C,Temp (Scroll Case),NA
2004,12-2,BON,tempscr,C,Temp (Scroll Case),NA
2004,12-3,BON,tempscr,C,Temp (Scroll Case),NA
2004,12-4,BON,tempscr,C,Temp (Scroll Case),9.400
2004,12-5,BON,tempscr,C,Temp (Scroll Case),9.400
2004,12-6,BON,tempscr,C,Temp (Scroll Case),9.400
2004,12-7,BON,tempscr,C,Temp (Scroll Case),8.900
2004,12-8,BON,tempscr,C,Temp (Scroll Case),8.900
2004,12-9,BON,tempscr,C,Temp (Scroll Case),8.900
2004,12-10,BON,tempscr,C,Temp (Scroll Case),8.900
2004,12-11,BON,tempscr,C,Temp (Scroll Case),NA
2004,12-12,BON,tempscr,C,Temp (Scroll Case),NA
2004,12-13,BON,tempscr,C,Temp (Scroll Case),NA
2004,12-14,BON,tempscr,C,Temp (Scroll Case),NA
2004,12-15,BON,tempscr,C,Temp (Scroll Case),8.300
2004,12-16,BON,tempscr,C,Temp (Scroll Case),8.300
2004,12-17,BON,tempscr,C,Temp (Scroll Case),8.300
2004,12-18,BON,tempscr,C,Temp (Scroll Case),7.800
2004,12-19,BON,tempscr,C,Temp (Scroll Case),7.800
2004,12-20,BON,tempscr,C,Temp (Scroll Case),NA
2004,12-21,BON,tempscr,C,Temp (Scroll Case),7.800
2004,12-22,BON,tempscr,C,Temp (Scroll Case),7.800
2004,12-23,BON,tempscr,C,Temp (Scroll Case),7.800
2004,12-24,BON,tempscr,C,Temp (Scroll Case),7.800
2004,12-25,BON,tempscr,C,Temp (Scroll Case),7.800
2004,12-26,BON,tempscr,C,Temp (Scroll Case),7.800
2004,12-27,BON,tempscr,C,Temp (Scroll Case),7.200
2004,12-28,BON,tempscr,C,Temp (Scroll Case),7.200
2004,12-29,BON,tempscr,C,Temp (Scroll Case),6.700
2004,12-30,BON,tempscr,C,Temp (Scroll Case),6.700
2004,12-31,BON,tempscr,C,Temp (Scroll Case),6.700
2003,1-1,BON,tempscr,C,Temp (Scroll Case),6.100
2003,1-2,BON,tempscr,C,Temp (Scroll Case),5.600
2003,1-3,BON,tempscr,C,Temp (Scroll Case),5.600
2003,1-4,BON,tempscr,C,Temp (Scroll Case),5.600
2003,1-5,BON,tempscr,C,Temp (Scroll Case),5.600
2003,1-6,BON,tempscr,C,Temp (Scroll Case),5.600
2003,1-7,BON,tempscr,C,Temp (Scroll Case),5.600
2003,1-8,BON,tempscr,C,Temp (Scroll Case),NA
2003,1-9,BON,tempscr,C,Temp (Scroll Case),NA
2003,1-10,BON,tempscr,C,Temp (Scroll Case),5.000
2003,1-11,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-12,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-13,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-14,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-15,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-16,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-17,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-18,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-19,BON,tempscr,C,Temp (Scroll Case),NA
2003,1-20,BON,tempscr,C,Temp (Scroll Case),NA
2003,1-21,BON,tempscr,C,Temp (Scroll Case),NA
2003,1-22,BON,tempscr,C,Temp (Scroll Case),5.000
2003,1-23,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-24,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-25,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-26,BON,tempscr,C,Temp (Scroll Case),4.400
2003,1-27,BON,tempscr,C,Temp (Scroll Case),5.000
2003,1-28,BON,tempscr,C,Temp (Scroll Case),5.000
2003,1-29,BON,tempscr,C,Temp (Scroll Case),5.000
2003,1-30,BON,tempscr,C,Temp (Scroll Case),5.000
2003,1-31,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-1,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-2,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-3,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-4,BON,tempscr,C,Temp (Scroll Case),NA
2003,2-5,BON,tempscr,C,Temp (Scroll Case),NA
2003,2-6,BON,tempscr,C,Temp (Scroll Case),NA
2003,2-7,BON,tempscr,C,Temp (Scroll Case),NA
2003,2-8,BON,tempscr,C,Temp (Scroll Case),4.400
2003,2-9,BON,tempscr,C,Temp (Scroll Case),4.400
2003,2-10,BON,tempscr,C,Temp (Scroll Case),4.400
2003,2-11,BON,tempscr,C,Temp (Scroll Case),4.400
2003,2-12,BON,tempscr,C,Temp (Scroll Case),4.400
2003,2-13,BON,tempscr,C,Temp (Scroll Case),4.400
2003,2-14,BON,tempscr,C,Temp (Scroll Case),4.400
2003,2-15,BON,tempscr,C,Temp (Scroll Case),NA
2003,2-16,BON,tempscr,C,Temp (Scroll Case),NA
2003,2-17,BON,tempscr,C,Temp (Scroll Case),NA
2003,2-18,BON,tempscr,C,Temp (Scroll Case),NA
2003,2-19,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-20,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-21,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-22,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-23,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-24,BON,tempscr,C,Temp (Scroll Case),5.000
2003,2-25,BON,tempscr,C,Temp (Scroll Case),5.600
2003,2-26,BON,tempscr,C,Temp (Scroll Case),4.400
2003,2-27,BON,tempscr,C,Temp (Scroll Case),5.600
2003,2-28,BON,tempscr,C,Temp (Scroll Case),5.600
2003,2-29,BON,tempscr,C,Temp (Scroll Case),NA
2003,3-1,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-2,BON,tempscr,C,Temp (Scroll Case),4.400
2003,3-3,BON,tempscr,C,Temp (Scroll Case),4.400
2003,3-4,BON,tempscr,C,Temp (Scroll Case),5.000
2003,3-5,BON,tempscr,C,Temp (Scroll Case),NA
2003,3-6,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-7,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-8,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-9,BON,tempscr,C,Temp (Scroll Case),5.000
2003,3-10,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-11,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-12,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-13,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-14,BON,tempscr,C,Temp (Scroll Case),5.600
2003,3-15,BON,tempscr,C,Temp (Scroll Case),6.100
2003,3-16,BON,tempscr,C,Temp (Scroll Case),6.100
2003,3-17,BON,tempscr,C,Temp (Scroll Case),6.100
2003,3-18,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-19,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-20,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-21,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-22,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-23,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-24,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-25,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-26,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-27,BON,tempscr,C,Temp (Scroll Case),6.700
2003,3-28,BON,tempscr,C,Temp (Scroll Case),7.200
2003,3-29,BON,tempscr,C,Temp (Scroll Case),7.200
2003,3-30,BON,tempscr,C,Temp (Scroll Case),7.800
2003,3-31,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-1,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-2,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-3,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-4,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-5,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-6,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-7,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-8,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-9,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-10,BON,tempscr,C,Temp (Scroll Case),7.800
2003,4-11,BON,tempscr,C,Temp (Scroll Case),8.300
2003,4-12,BON,tempscr,C,Temp (Scroll Case),8.300
2003,4-13,BON,tempscr,C,Temp (Scroll Case),8.900
2003,4-14,BON,tempscr,C,Temp (Scroll Case),8.900
2003,4-15,BON,tempscr,C,Temp (Scroll Case),8.900
2003,4-16,BON,tempscr,C,Temp (Scroll Case),9.400
2003,4-17,BON,tempscr,C,Temp (Scroll Case),8.900
2003,4-18,BON,tempscr,C,Temp (Scroll Case),8.900
2003,4-19,BON,tempscr,C,Temp (Scroll Case),8.900
2003,4-20,BON,tempscr,C,Temp (Scroll Case),8.900
2003,4-21,BON,tempscr,C,Temp (Scroll Case),9.400
2003,4-22,BON,tempscr,C,Temp (Scroll Case),9.400
2003,4-23,BON,tempscr,C,Temp (Scroll Case),9.400
2003,4-24,BON,tempscr,C,Temp (Scroll Case),10.000
2003,4-25,BON,tempscr,C,Temp (Scroll Case),10.000
2003,4-26,BON,tempscr,C,Temp (Scroll Case),9.400
2003,4-27,BON,tempscr,C,Temp (Scroll Case),9.400
2003,4-28,BON,tempscr,C,Temp (Scroll Case),10.000
2003,4-29,BON,tempscr,C,Temp (Scroll Case),10.000
2003,4-30,BON,tempscr,C,Temp (Scroll Case),10.000
2003,5-1,BON,tempscr,C,Temp (Scroll Case),10.000
2003,5-2,BON,tempscr,C,Temp (Scroll Case),10.000
2003,5-3,BON,tempscr,C,Temp (Scroll Case),10.000
2003,5-4,BON,tempscr,C,Temp (Scroll Case),10.600
2003,5-5,BON,tempscr,C,Temp (Scroll Case),10.000
2003,5-6,BON,tempscr,C,Temp (Scroll Case),10.000
2003,5-7,BON,tempscr,C,Temp (Scroll Case),10.000
2003,5-8,BON,tempscr,C,Temp (Scroll Case),10.600
2003,5-9,BON,tempscr,C,Temp (Scroll Case),10.600
2003,5-10,BON,tempscr,C,Temp (Scroll Case),10.600
2003,5-11,BON,tempscr,C,Temp (Scroll Case),10.600
2003,5-12,BON,tempscr,C,Temp (Scroll Case),10.600
2003,5-13,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-14,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-15,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-16,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-17,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-18,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-19,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-20,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-21,BON,tempscr,C,Temp (Scroll Case),11.100
2003,5-22,BON,tempscr,C,Temp (Scroll Case),11.700
2003,5-23,BON,tempscr,C,Temp (Scroll Case),12.200
2003,5-24,BON,tempscr,C,Temp (Scroll Case),12.200
2003,5-25,BON,tempscr,C,Temp (Scroll Case),12.200
2003,5-26,BON,tempscr,C,Temp (Scroll Case),12.800
2003,5-27,BON,tempscr,C,Temp (Scroll Case),12.800
2003,5-28,BON,tempscr,C,Temp (Scroll Case),12.800
2003,5-29,BON,tempscr,C,Temp (Scroll Case),12.800
2003,5-30,BON,tempscr,C,Temp (Scroll Case),12.800
2003,5-31,BON,tempscr,C,Temp (Scroll Case),12.800
2003,6-1,BON,tempscr,C,Temp (Scroll Case),13.300
2003,6-2,BON,tempscr,C,Temp (Scroll Case),13.900
2003,6-3,BON,tempscr,C,Temp (Scroll Case),13.900
2003,6-4,BON,tempscr,C,Temp (Scroll Case),13.900
2003,6-5,BON,tempscr,C,Temp (Scroll Case),13.900
2003,6-6,BON,tempscr,C,Temp (Scroll Case),13.900
2003,6-7,BON,tempscr,C,Temp (Scroll Case),15.000
2003,6-8,BON,tempscr,C,Temp (Scroll Case),15.000
2003,6-9,BON,tempscr,C,Temp (Scroll Case),15.000
2003,6-10,BON,tempscr,C,Temp (Scroll Case),15.000
