year,mm-dd,location,parameter,unit,datatype,value
2020,1-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,1-31,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,2-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,3-12,BON,gaspct,%,Dissolved Gas Percent,103.500
2020,3-13,BON,gaspct,%,Dissolved Gas Percent,104.342
2020,3-14,BON,gaspct,%,Dissolved Gas Percent,103.292
2020,3-15,BON,gaspct,%,Dissolved Gas Percent,101.558
2020,3-16,BON,gaspct,%,Dissolved Gas Percent,101.671
2020,3-17,BON,gaspct,%,Dissolved Gas Percent,103.088
2020,3-18,BON,gaspct,%,Dissolved Gas Percent,103.713
2020,3-19,BON,gaspct,%,Dissolved Gas Percent,103.838
2020,3-20,BON,gaspct,%,Dissolved Gas Percent,103.617
2020,3-21,BON,gaspct,%,Dissolved Gas Percent,104.067
2020,3-22,BON,gaspct,%,Dissolved Gas Percent,104.413
2020,3-23,BON,gaspct,%,Dissolved Gas Percent,104.429
2020,3-24,BON,gaspct,%,Dissolved Gas Percent,103.846
2020,3-25,BON,gaspct,%,Dissolved Gas Percent,103.383
2020,3-26,BON,gaspct,%,Dissolved Gas Percent,102.950
2020,3-27,BON,gaspct,%,Dissolved Gas Percent,102.763
2020,3-28,BON,gaspct,%,Dissolved Gas Percent,103.004
2020,3-29,BON,gaspct,%,Dissolved Gas Percent,104.154
2020,3-30,BON,gaspct,%,Dissolved Gas Percent,104.463
2020,3-31,BON,gaspct,%,Dissolved Gas Percent,104.088
2020,4-1,BON,gaspct,%,Dissolved Gas Percent,104.233
2020,4-2,BON,gaspct,%,Dissolved Gas Percent,103.938
2020,4-3,BON,gaspct,%,Dissolved Gas Percent,103.942
2020,4-4,BON,gaspct,%,Dissolved Gas Percent,104.929
2020,4-5,BON,gaspct,%,Dissolved Gas Percent,105.150
2020,4-6,BON,gaspct,%,Dissolved Gas Percent,105.042
2020,4-7,BON,gaspct,%,Dissolved Gas Percent,104.125
2020,4-8,BON,gaspct,%,Dissolved Gas Percent,103.888
2020,4-9,BON,gaspct,%,Dissolved Gas Percent,104.863
2020,4-10,BON,gaspct,%,Dissolved Gas Percent,105.858
2020,4-11,BON,gaspct,%,Dissolved Gas Percent,104.475
2020,4-12,BON,gaspct,%,Dissolved Gas Percent,105.700
2020,4-13,BON,gaspct,%,Dissolved Gas Percent,108.546
2020,4-14,BON,gaspct,%,Dissolved Gas Percent,111.633
2020,4-15,BON,gaspct,%,Dissolved Gas Percent,110.108
2020,4-16,BON,gaspct,%,Dissolved Gas Percent,109.954
2020,4-17,BON,gaspct,%,Dissolved Gas Percent,112.479
2020,4-18,BON,gaspct,%,Dissolved Gas Percent,113.983
2020,4-19,BON,gaspct,%,Dissolved Gas Percent,112.175
2020,4-20,BON,gaspct,%,Dissolved Gas Percent,111.400
2020,4-21,BON,gaspct,%,Dissolved Gas Percent,110.200
2020,4-22,BON,gaspct,%,Dissolved Gas Percent,111.325
2020,4-23,BON,gaspct,%,Dissolved Gas Percent,110.400
2020,4-24,BON,gaspct,%,Dissolved Gas Percent,112.026
2020,4-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,4-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,4-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,4-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,4-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,4-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,5-31,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,6-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,7-31,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,8-31,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,9-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,10-31,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,11-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-1,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-2,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-3,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-4,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-5,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-6,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-7,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-8,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-9,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-10,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-11,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-12,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-13,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-14,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-15,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-16,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-17,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-18,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-19,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-20,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-21,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-22,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-23,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-24,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-25,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-26,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-27,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-28,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-29,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-30,BON,gaspct,%,Dissolved Gas Percent,NA
2020,12-31,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-1,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-2,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-3,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-4,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-5,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-6,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-7,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-8,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-9,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-10,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-11,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-12,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-13,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-14,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-15,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-16,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-17,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-18,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-19,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-20,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-21,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-22,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-23,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-24,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-25,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-26,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-27,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-28,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-29,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-30,BON,gaspct,%,Dissolved Gas Percent,NA
2019,1-31,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-1,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-2,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-3,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-4,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-5,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-6,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-7,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-8,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-9,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-10,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-11,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-12,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-13,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-14,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-15,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-16,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-17,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-18,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-19,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-20,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-21,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-22,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-23,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-24,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-25,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-26,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-27,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-28,BON,gaspct,%,Dissolved Gas Percent,NA
2019,2-29,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-1,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-2,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-3,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-4,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-5,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-6,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-7,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-8,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-9,BON,gaspct,%,Dissolved Gas Percent,NA
